source,target,sw
38791,27364,5933
38791,14433,5918
38791,14553,5916
38791,26979,5882
38791,14274,5827
38791,14517,5805
38791,27053,5738
38791,14254,5713
38791,27206,5660
38791,14270,5655
38791,27249,5623
38791,27239,5585
38791,14681,5581
38791,14173,5575
38791,13971,5548
38791,27250,5534
38791,13954,5384
38791,27303,5324
38791,14285,5303
38791,14028,5163
38791,14006,5156
38791,27049,4987
38791,14498,4983
38791,27190,4872
38791,27285,4795
38791,14072,4771
38791,14051,4769
38791,14020,4569
38791,13955,4450
38791,27291,4428
38791,27262,4426
38791,27403,4405
38791,14377,4381
38791,14511,4358
38791,27072,4343
38791,27402,4352
38767,38770,8962
38767,38752,8964
38767,13058,8965
38767,38760,8957
38767,38765,8963
38767,38775,8947
38767,38773,8925
38767,27323,8946
38767,38785,8946
38767,38754,8937
38767,38786,8931
38767,38759,8931
38767,27312,8927
38767,38790,8921
38767,38753,8921
38767,38768,8894
38767,25951,8913
38767,38762,8906
38767,38778,8895
38767,27904,8898
38767,38748,8891
38767,38769,8891
38767,27318,8891
38767,38781,8889
38767,38756,8890
38767,17742,8879
38767,27316,8890
38767,14138,8877
38767,14147,8874
38767,14137,8870
38767,2623,8874
38767,31738,8873
38767,27356,8868
38767,27300,8860
38767,27357,8861
38767,27324,8853
38767,14130,8851
38767,14207,8842
38767,14133,8827
38767,14164,8829
38767,38751,8818
38767,14156,8814
38767,14123,8819
38767,14153,8813
38767,13880,8814
38767,14134,8812
38767,13950,8793
38767,27225,8802
38767,27345,8789
38767,14233,8789
38767,27310,8782
38767,14113,8768
38767,14472,8699
38767,14114,8660
38767,14132,8555
38767,38783,8248
38767,27361,8214
38767,14104,8150
38767,14047,7727
38767,14473,7684
38767,38776,7675
38767,27381,7617
38767,14106,7601
38767,27344,7505
38767,27330,7304
38767,27040,7233
38767,14518,7190
38767,27255,7145
38767,27238,6990
38767,14234,6964
38767,14210,6736
38767,14175,6623
38767,27221,6576
38767,14235,6384
38767,14040,6221
38767,14431,6222
38767,27302,6149
38767,14196,6158
38767,14247,6136
38767,27232,6124
38767,27286,6090
38767,27417,6079
38767,14019,6081
38767,14458,6074
38767,13760,6061
38767,14457,6056
38767,13944,6005
38767,27418,5957
38767,14177,5955
38767,14078,5957
38767,27364,5931
38767,14433,5914
38767,14553,5914
38767,26979,5882
38767,14274,5819
38767,14517,5801
38767,27053,5736
38767,14254,5707
38767,27206,5656
38767,14270,5653
38767,27249,5615
38767,27239,5583
38767,14681,5581
38767,14173,5571
38767,13971,5542
38767,27250,5528
38767,13954,5384
38767,27303,5324
38767,14285,5299
38767,14028,5157
38767,14006,5158
38767,27049,4983
38767,14498,4979
38767,27190,4868
38767,27285,4791
38767,14072,4773
38767,14051,4767
38767,14020,4571
38767,13955,4446
38767,27291,4432
38767,27262,4428
38767,27403,4402
38767,14377,4378
38767,14511,4354
38767,27072,4335
38767,27402,4354
38770,38752,8952
38770,13058,8960
38770,38760,8960
38770,38765,8960
38770,38775,8947
38770,38773,8930
38770,27323,8944
38770,38785,8944
38770,38754,8931
38770,38786,8925
38770,38759,8927
38770,27312,8909
38770,38790,8917
38770,38753,8917
38770,38768,8898
38770,25951,8915
38770,38762,8906
38770,38778,8899
38770,27904,8890
38770,38748,8891
38770,38769,8897
38770,27318,8893
38770,38781,8893
38770,38756,8888
38770,17742,8875
38770,27316,8882
38770,14138,8869
38770,14147,8870
38770,14137,8872
38770,2623,8870
38770,31738,8871
38770,27356,8866
38770,27300,8854
38770,27357,8855
38770,27324,8849
38770,14130,8847
38770,14207,8834
38770,14133,8823
38770,14164,8825
38770,38751,8822
38770,14156,8812
38770,14123,8821
38770,14153,8811
38770,13880,8805
38770,14134,8810
38770,13950,8793
38770,27225,8800
38770,27345,8787
38770,14233,8784
38770,27310,8780
38770,14113,8766
38770,14472,8697
38770,14114,8656
38770,14132,8551
38770,38783,8249
38770,27361,8216
38770,14104,8154
38770,14047,7723
38770,14473,7684
38770,38776,7667
38770,27381,7617
38770,14106,7595
38770,27344,7499
38770,27330,7302
38770,27040,7223
38770,14518,7186
38770,27255,7139
38770,27238,6986
38770,14234,6960
38770,14210,6727
38770,14175,6617
38770,27221,6570
38770,14235,6382
38770,14040,6225
38770,14431,6214
38770,27302,6150
38770,14196,6161
38770,14247,6128
38770,27232,6120
38770,27286,6088
38770,27417,6073
38770,14019,6073
38770,14458,6070
38770,13760,6059
38770,14457,6048
38770,13944,6001
38770,27418,5959
38770,14177,5951
38770,14078,5957
38770,27364,5929
38770,14433,5914
38770,14553,5912
38770,26979,5878
38770,14274,5823
38770,14517,5799
38770,27053,5732
38770,14254,5703
38770,27206,5660
38770,14270,5653
38770,27249,5613
38770,27239,5575
38770,14681,5583
38770,14173,5567
38770,13971,5542
38770,27250,5524
38770,13954,5378
38770,27303,5320
38770,14285,5297
38770,14028,5157
38770,14006,5154
38770,27049,4983
38770,14498,4979
38770,27190,4868
38770,27285,4793
38770,14072,4763
38770,14051,4765
38770,14020,4569
38770,13955,4444
38770,27291,4422
38770,27262,4424
38770,27403,4406
38770,14377,4379
38770,14511,4354
38770,27072,4343
38770,27402,4352
38752,13058,8959
38752,38760,8945
38752,38765,8963
38752,38775,8965
38752,38773,8915
38752,27323,8952
38752,38785,8946
38752,38754,8930
38752,38786,8933
38752,38759,8933
38752,27312,8933
38752,38790,8925
38752,38753,8923
38752,38768,8904
38752,25951,8921
38752,38762,8910
38752,38778,8901
38752,27904,8898
38752,38748,8897
38752,38769,8897
38752,27318,8899
38752,38781,8897
38752,38756,8902
38752,17742,8883
38752,27316,8890
38752,14138,8877
38752,14147,8876
38752,14137,8876
38752,2623,8878
38752,31738,8875
38752,27356,8874
38752,27300,8860
38752,27357,8863
38752,27324,8857
38752,14130,8853
38752,14207,8844
38752,14133,8827
38752,14164,8835
38752,38751,8822
38752,14156,8814
38752,14123,8823
38752,14153,8815
38752,13880,8816
38752,14134,8814
38752,13950,8799
38752,27225,8810
38752,27345,8799
38752,14233,8792
38752,27310,8790
38752,14113,8770
38752,14472,8703
38752,14114,8662
38752,14132,8559
38752,38783,8236
38752,27361,8218
38752,14104,8154
38752,14047,7729
38752,14473,7690
38752,38776,7662
38752,27381,7621
38752,14106,7601
38752,27344,7509
38752,27330,7310
38752,27040,7227
38752,14518,7186
38752,27255,7143
38752,27238,6994
38752,14234,6966
38752,14210,6736
38752,14175,6623
38752,27221,6578
38752,14235,6390
38752,14040,6231
38752,14431,6225
38752,27302,6131
38752,14196,6144
38752,14247,6116
38752,27232,6132
38752,27286,6088
38752,27417,6073
38752,14019,6077
38752,14458,6074
38752,13760,6061
38752,14457,6052
38752,13944,6001
38752,27418,5969
38752,14177,5951
38752,14078,5967
38752,27364,5937
38752,14433,5916
38752,14553,5916
38752,26979,5878
38752,14274,5823
38752,14517,5801
38752,27053,5740
38752,14254,5711
38752,27206,5658
38752,14270,5653
38752,27249,5621
38752,27239,5587
38752,14681,5583
38752,14173,5577
38752,13971,5548
38752,27250,5532
38752,13954,5386
38752,27303,5322
38752,14285,5297
38752,14028,5157
38752,14006,5152
38752,27049,4987
38752,14498,4981
38752,27190,4870
38752,27285,4793
38752,14072,4773
38752,14051,4771
38752,14020,4569
38752,13955,4452
38752,27291,4430
38752,27262,4426
38752,27403,4400
38752,14377,4379
38752,14511,4356
38752,27072,4335
38752,27402,4351
13058,38760,8947
13058,38765,8963
13058,38775,8951
13058,38773,8917
13058,27323,8946
13058,38785,8950
13058,38754,8939
13058,38786,8931
13058,38759,8931
13058,27312,8922
13058,38790,8919
13058,38753,8919
13058,38768,8902
13058,25951,8917
13058,38762,8910
13058,38778,8899
13058,27904,8898
13058,38748,8895
13058,38769,8891
13058,27318,8891
13058,38781,8893
13058,38756,8890
13058,17742,8877
13058,27316,8888
13058,14138,8877
13058,14147,8876
13058,14137,8876
13058,2623,8872
13058,31738,8879
13058,27356,8870
13058,27300,8860
13058,27357,8861
13058,27324,8851
13058,14130,8851
13058,14207,8840
13058,14133,8831
13058,14164,8829
13058,38751,8820
13058,14156,8818
13058,14123,8819
13058,14153,8813
13058,13880,8808
13058,14134,8820
13058,13950,8793
13058,27225,8802
13058,27345,8789
13058,14233,8789
13058,27310,8786
13058,14113,8770
13058,14472,8697
13058,14114,8660
13058,14132,8555
13058,38783,8242
13058,27361,8218
13058,14104,8154
13058,14047,7731
13058,14473,7686
13058,38776,7670
13058,27381,7617
13058,14106,7597
13058,27344,7503
13058,27330,7306
13058,27040,7231
13058,14518,7186
13058,27255,7145
13058,27238,6994
13058,14234,6964
13058,14210,6736
13058,14175,6621
13058,27221,6580
13058,14235,6388
13058,14040,6221
13058,14431,6224
13058,27302,6145
13058,14196,6152
13058,14247,6122
13058,27232,6128
13058,27286,6088
13058,27417,6079
13058,14019,6077
13058,14458,6070
13058,13760,6057
13058,14457,6052
13058,13944,6005
13058,27418,5963
13058,14177,5955
13058,14078,5963
13058,27364,5927
13058,14433,5913
13058,14553,5915
13058,26979,5882
13058,14274,5821
13058,14517,5797
13058,27053,5742
13058,14254,5711
13058,27206,5660
13058,14270,5655
13058,27249,5619
13058,27239,5585
13058,14681,5579
13058,14173,5575
13058,13971,5548
13058,27250,5530
13058,13954,5388
13058,27303,5320
13058,14285,5295
13058,14028,5157
13058,14006,5156
13058,27049,4983
13058,14498,4979
13058,27190,4868
13058,27285,4791
13058,14072,4773
13058,14051,4767
13058,14020,4569
13058,13955,4448
13058,27291,4430
13058,27262,4424
13058,27403,4404
13058,14377,4377
13058,14511,4350
13058,27072,4339
13058,27402,4350
38760,38765,8953
38760,38775,8940
38760,38773,8941
38760,27323,8945
38760,38785,8948
38760,38754,8939
38760,38786,8932
38760,38759,8933
38760,27312,8904
38760,38790,8925
38760,38753,8923
38760,38768,8902
38760,25951,8912
38760,38762,8913
38760,38778,8901
38760,27904,8890
38760,38748,8899
38760,38769,8897
38760,27318,8897
38760,38781,8899
38760,38756,8896
38760,17742,8883
38760,27316,8890
38760,14138,8877
38760,14147,8876
38760,14137,8876
38760,2623,8878
38760,31738,8877
38760,27356,8874
38760,27300,8860
38760,27357,8865
38760,27324,8857
38760,14130,8853
38760,14207,8842
38760,14133,8831
38760,14164,8834
38760,38751,8824
38760,14156,8816
38760,14123,8823
38760,14153,8821
38760,13880,8816
38760,14134,8820
38760,13950,8799
38760,27225,8810
38760,27345,8795
38760,14233,8790
38760,27310,8788
38760,14113,8768
38760,14472,8707
38760,14114,8666
38760,14132,8557
38760,38783,8264
38760,27361,8222
38760,14104,8156
38760,14047,7729
38760,14473,7690
38760,38776,7675
38760,27381,7621
38760,14106,7603
38760,27344,7507
38760,27330,7310
38760,27040,7229
38760,14518,7188
38760,27255,7145
38760,27238,6992
38760,14234,6967
38760,14210,6734
38760,14175,6625
38760,27221,6576
38760,14235,6390
38760,14040,6225
38760,14431,6222
38760,27302,6154
38760,14196,6165
38760,14247,6134
38760,27232,6128
38760,27286,6092
38760,27417,6077
38760,14019,6082
38760,14458,6080
38760,13760,6067
38760,14457,6054
38760,13944,6005
38760,27418,5964
38760,14177,5955
38760,14078,5961
38760,27364,5935
38760,14433,5918
38760,14553,5920
38760,26979,5882
38760,14274,5825
38760,14517,5807
38760,27053,5740
38760,14254,5711
38760,27206,5662
38760,14270,5659
38760,27249,5621
38760,27239,5585
38760,14681,5587
38760,14173,5575
38760,13971,5548
38760,27250,5534
38760,13954,5380
38760,27303,5328
38760,14285,5303
38760,14028,5161
38760,14006,5156
38760,27049,4989
38760,14498,4987
38760,27190,4874
38760,27285,4795
38760,14072,4777
38760,14051,4777
38760,14020,4573
38760,13955,4444
38760,27291,4430
38760,27262,4430
38760,27403,4406
38760,14377,4385
38760,14511,4360
38760,27072,4341
38760,27402,4356
38765,38775,8955
38765,38773,8923
38765,27323,8956
38765,38785,8950
38765,38754,8938
38765,38786,8936
38765,38759,8935
38765,27312,8924
38765,38790,8929
38765,38753,8929
38765,38768,8906
38765,25951,8923
38765,38762,8914
38765,38778,8905
38765,27904,8902
38765,38748,8901
38765,38769,8905
38765,27318,8899
38765,38781,8899
38765,38756,8902
38765,17742,8887
38765,27316,8894
38765,14138,8885
38765,14147,8878
38765,14137,8880
38765,2623,8884
38765,31738,8879
38765,27356,8880
38765,27300,8864
38765,27357,8867
38765,27324,8861
38765,14130,8857
38765,14207,8848
38765,14133,8831
38765,14164,8837
38765,38751,8826
38765,14156,8818
38765,14123,8825
38765,14153,8819
38765,13880,8818
38765,14134,8818
38765,13950,8801
38765,27225,8814
38765,27345,8797
38765,14233,8792
38765,27310,8790
38765,14113,8772
38765,14472,8707
38765,14114,8666
38765,14132,8561
38765,38783,8244
38765,27361,8222
38765,14104,8158
38765,14047,7731
38765,14473,7692
38765,38776,7674
38765,27381,7625
38765,14106,7607
38765,27344,7513
38765,27330,7312
38765,27040,7233
38765,14518,7192
38765,27255,7145
38765,27238,6994
38765,14234,6966
38765,14210,6736
38765,14175,6629
38765,27221,6578
38765,14235,6390
38765,14040,6225
38765,14431,6222
38765,27302,6141
38765,14196,6154
38765,14247,6126
38765,27232,6128
38765,27286,6098
38765,27417,6079
38765,14019,6083
38765,14458,6082
38765,13760,6067
38765,14457,6056
38765,13944,6009
38765,27418,5965
38765,14177,5953
38765,14078,5963
38765,27364,5937
38765,14433,5918
38765,14553,5920
38765,26979,5884
38765,14274,5827
38765,14517,5805
38765,27053,5736
38765,14254,5709
38765,27206,5662
38765,14270,5657
38765,27249,5619
38765,27239,5585
38765,14681,5587
38765,14173,5573
38765,13971,5546
38765,27250,5534
38765,13954,5384
38765,27303,5328
38765,14285,5305
38765,14028,5161
38765,14006,5158
38765,27049,4989
38765,14498,4985
38765,27190,4874
38765,27285,4797
38765,14072,4769
38765,14051,4773
38765,14020,4573
38765,13955,4448
38765,27291,4428
38765,27262,4428
38765,27403,4406
38765,14377,4385
38765,14511,4360
38765,27072,4343
38765,27402,4356
38775,38773,8910
38775,27323,8948
38775,38785,8945
38775,38754,8925
38775,38786,8929
38775,38759,8931
38775,27312,8913
38775,38790,8919
38775,38753,8917
38775,38768,8900
38775,25951,8917
38775,38762,8908
38775,38778,8903
38775,27904,8894
38775,38748,8897
38775,38769,8891
38775,27318,8891
38775,38781,8895
38775,38756,8892
38775,17742,8879
38775,27316,8884
38775,14138,8871
38775,14147,8872
38775,14137,8874
38775,2623,8874
38775,31738,8873
38775,27356,8870
38775,27300,8858
38775,27357,8857
38775,27324,8853
38775,14130,8847
38775,14207,8836
38775,14133,8827
38775,14164,8827
38775,38751,8820
38775,14156,8814
38775,14123,8819
38775,14153,8815
38775,13880,8810
38775,14134,8810
38775,13950,8793
38775,27225,8802
38775,27345,8789
38775,14233,8786
38775,27310,8782
38775,14113,8766
38775,14472,8701
38775,14114,8656
38775,14132,8559
38775,38783,8233
38775,27361,8218
38775,14104,8154
38775,14047,7727
38775,14473,7690
38775,38776,7659
38775,27381,7621
38775,14106,7597
38775,27344,7505
38775,27330,7306
38775,27040,7227
38775,14518,7186
38775,27255,7143
38775,27238,6990
38775,14234,6962
38775,14210,6734
38775,14175,6619
38775,27221,6574
38775,14235,6386
38775,14040,6221
38775,14431,6218
38775,27302,6132
38775,14196,6147
38775,14247,6111
38775,27232,6128
38775,27286,6090
38775,27417,6075
38775,14019,6077
38775,14458,6072
38775,13760,6059
38775,14457,6048
38775,13944,6003
38775,27418,5961
38775,14177,5957
38775,14078,5961
38775,27364,5931
38775,14433,5916
38775,14553,5914
38775,26979,5882
38775,14274,5825
38775,14517,5799
38775,27053,5734
38775,14254,5707
38775,27206,5662
38775,14270,5661
38775,27249,5617
38775,27239,5583
38775,14681,5581
38775,14173,5575
38775,13971,5542
38775,27250,5530
38775,13954,5380
38775,27303,5322
38775,14285,5299
38775,14028,5159
38775,14006,5154
38775,27049,4987
38775,14498,4983
38775,27190,4872
38775,27285,4795
38775,14072,4771
38775,14051,4770
38775,14020,4571
38775,13955,4444
38775,27291,4428
38775,27262,4424
38775,27403,4406
38775,14377,4381
38775,14511,4356
38775,27072,4341
38775,27402,4352
38773,27323,8911
38773,38785,8919
38773,38754,8918
38773,38786,8904
38773,38759,8909
38773,27312,8874
38773,38790,8899
38773,38753,8902
38773,38768,8883
38773,25951,8882
38773,38762,8879
38773,38778,8897
38773,27904,8860
38773,38748,8889
38773,38769,8893
38773,27318,8893
38773,38781,8889
38773,38756,8892
38773,17742,8871
38773,27316,8867
38773,14138,8854
38773,14147,8860
38773,14137,8872
38773,2623,8874
38773,31738,8869
38773,27356,8868
38773,27300,8854
38773,27357,8859
38773,27324,8851
38773,14130,8849
38773,14207,8838
38773,14133,8823
38773,14164,8831
38773,38751,8818
38773,14156,8810
38773,14123,8817
38773,14153,8813
38773,13880,8808
38773,14134,8810
38773,13950,8793
38773,27225,8802
38773,27345,8789
38773,14233,8784
38773,27310,8782
38773,14113,8768
38773,14472,8699
38773,14114,8660
38773,14132,8553
38773,38783,8268
38773,27361,8214
38773,14104,8150
38773,14047,7725
38773,14473,7684
38773,38776,7669
38773,27381,7617
38773,14106,7605
38773,27344,7507
38773,27330,7306
38773,27040,7223
38773,14518,7184
38773,27255,7139
38773,27238,6988
38773,14234,6962
38773,14210,6734
38773,14175,6621
38773,27221,6576
38773,14235,6390
38773,14040,6225
38773,14431,6222
38773,27302,6150
38773,14196,6159
38773,14247,6128
38773,27232,6130
38773,27286,6086
38773,27417,6071
38773,14019,6077
38773,14458,6074
38773,13760,6063
38773,14457,6048
38773,13944,5999
38773,27418,5963
38773,14177,5949
38773,14078,5963
38773,27364,5929
38773,14433,5914
38773,14553,5914
38773,26979,5878
38773,14274,5821
38773,14517,5801
38773,27053,5738
38773,14254,5713
38773,27206,5656
38773,14270,5651
38773,27249,5621
38773,27239,5585
38773,14681,5589
38773,14173,5573
38773,13971,5539
38773,27250,5532
38773,13954,5382
38773,27303,5320
38773,14285,5297
38773,14028,5157
38773,14006,5152
38773,27049,4983
38773,14498,4979
38773,27190,4868
38773,27285,4789
38773,14072,4771
38773,14051,4771
38773,14020,4569
38773,13955,4448
38773,27291,4432
38773,27262,4422
38773,27403,4400
38773,14377,4379
38773,14511,4354
38773,27072,4335
38773,27402,4350
27323,38785,8940
27323,38754,8926
27323,38786,8938
27323,38759,8934
27323,27312,8919
27323,38790,8929
27323,38753,8927
27323,38768,8902
27323,25951,8923
27323,38762,8916
27323,38778,8907
27323,27904,8902
27323,38748,8899
27323,38769,8901
27323,27318,8895
27323,38781,8901
27323,38756,8900
27323,17742,8887
27323,27316,8894
27323,14138,8881
27323,14147,8884
27323,14137,8880
27323,2623,8882
27323,31738,8879
27323,27356,8880
27323,27300,8864
27323,27357,8871
27323,27324,8867
27323,14130,8859
27323,14207,8846
27323,14133,8831
27323,14164,8837
27323,38751,8830
27323,14156,8818
27323,14123,8825
27323,14153,8819
27323,13880,8816
27323,14134,8816
27323,13950,8803
27323,27225,8812
27323,27345,8797
27323,14233,8792
27323,27310,8794
27323,14113,8772
27323,14472,8710
27323,14114,8668
27323,14132,8563
27323,38783,8234
27323,27361,8224
27323,14104,8158
27323,14047,7731
27323,14473,7692
27323,38776,7658
27323,27381,7623
27323,14106,7605
27323,27344,7509
27323,27330,7314
27323,27040,7229
27323,14518,7190
27323,27255,7145
27323,27238,6998
27323,14234,6968
27323,14210,6738
27323,14175,6627
27323,27221,6580
27323,14235,6398
27323,14040,6227
27323,14431,6226
27323,27302,6127
27323,14196,6140
27323,14247,6110
27323,27232,6134
27323,27286,6092
27323,27417,6077
27323,14019,6081
27323,14458,6078
27323,13760,6065
27323,14457,6054
27323,13944,6005
27323,27418,5967
27323,14177,5952
27323,14078,5967
27323,27364,5939
27323,14433,5918
27323,14553,5920
27323,26979,5882
27323,14274,5827
27323,14517,5807
27323,27053,5742
27323,14254,5715
27323,27206,5662
27323,14270,5657
27323,27249,5623
27323,27239,5587
27323,14681,5587
27323,14173,5581
27323,13971,5550
27323,27250,5536
27323,13954,5386
27323,27303,5328
27323,14285,5303
27323,14028,5163
27323,14006,5154
27323,27049,4987
27323,14498,4983
27323,27190,4872
27323,27285,4797
27323,14072,4775
27323,14051,4773
27323,14020,4573
27323,13955,4450
27323,27291,4430
27323,27262,4428
27323,27403,4404
27323,14377,4385
27323,14511,4360
27323,27072,4341
27323,27402,4356
38785,38754,8938
38785,38786,8933
38785,38759,8937
38785,27312,8909
38785,38790,8927
38785,38753,8923
38785,38768,8904
38785,25951,8915
38785,38762,8912
38785,38778,8909
38785,27904,8893
38785,38748,8899
38785,38769,8899
38785,27318,8897
38785,38781,8903
38785,38756,8904
38785,17742,8885
38785,27316,8898
38785,14138,8885
38785,14147,8884
38785,14137,8880
38785,2623,8878
38785,31738,8885
38785,27356,8876
38785,27300,8868
38785,27357,8867
38785,27324,8863
38785,14130,8859
38785,14207,8852
38785,14133,8839
38785,14164,8837
38785,38751,8828
38785,14156,8820
38785,14123,8827
38785,14153,8821
38785,13880,8816
38785,14134,8822
38785,13950,8799
38785,27225,8808
38785,27345,8799
38785,14233,8796
38785,27310,8790
38785,14113,8774
38785,14472,8707
38785,14114,8666
38785,14132,8560
38785,38783,8240
38785,27361,8222
38785,14104,8158
38785,14047,7737
38785,14473,7694
38785,38776,7674
38785,27381,7625
38785,14106,7605
38785,27344,7507
38785,27330,7312
38785,27040,7235
38785,14518,7192
38785,27255,7149
38785,27238,6996
38785,14234,6970
38785,14210,6738
38785,14175,6621
38785,27221,6580
38785,14235,6392
38785,14040,6225
38785,14431,6230
38785,27302,6143
38785,14196,6152
38785,14247,6122
38785,27232,6132
38785,27286,6094
38785,27417,6083
38785,14019,6083
38785,14458,6076
38785,13760,6065
38785,14457,6056
38785,13944,6009
38785,27418,5965
38785,14177,5957
38785,14078,5963
38785,27364,5933
38785,14433,5918
38785,14553,5916
38785,26979,5890
38785,14274,5825
38785,14517,5803
38785,27053,5744
38785,14254,5711
38785,27206,5662
38785,14270,5657
38785,27249,5621
38785,27239,5585
38785,14681,5583
38785,14173,5577
38785,13971,5548
38785,27250,5532
38785,13954,5390
38785,27303,5326
38785,14285,5303
38785,14028,5161
38785,14006,5160
38785,27049,4989
38785,14498,4985
38785,27190,4874
38785,27285,4799
38785,14072,4777
38785,14051,4771
38785,14020,4573
38785,13955,4452
38785,27291,4432
38785,27262,4430
38785,27403,4410
38785,14377,4383
38785,14511,4356
38785,27072,4345
38785,27402,4358
38754,38786,8921
38754,38759,8928
38754,27312,8895
38754,38790,8912
38754,38753,8915
38754,38768,8896
38754,25951,8897
38754,38762,8894
38754,38778,8895
38754,27904,8877
38754,38748,8889
38754,38769,8891
38754,27318,8891
38754,38781,8889
38754,38756,8892
38754,17742,8879
38754,27316,8886
38754,14138,8875
38754,14147,8872
38754,14137,8874
38754,2623,8872
38754,31738,8873
38754,27356,8870
38754,27300,8858
38754,27357,8861
38754,27324,8851
38754,14130,8851
38754,14207,8842
38754,14133,8825
38754,14164,8827
38754,38751,8816
38754,14156,8810
38754,14123,8819
38754,14153,8809
38754,13880,8806
38754,14134,8810
38754,13950,8797
38754,27225,8802
38754,27345,8793
38754,14233,8786
38754,27310,8782
38754,14113,8762
38754,14472,8699
38754,14114,8660
38754,14132,8561
38754,38783,8239
38754,27361,8218
38754,14104,8150
38754,14047,7725
38754,14473,7681
38754,38776,7669
38754,27381,7613
38754,14106,7597
38754,27344,7505
38754,27330,7302
38754,27040,7223
38754,14518,7182
38754,27255,7139
38754,27238,6994
38754,14234,6966
38754,14210,6734
38754,14175,6619
38754,27221,6576
38754,14235,6386
38754,14040,6223
38754,14431,6223
38754,27302,6138
38754,14196,6147
38754,14247,6121
38754,27232,6126
38754,27286,6084
38754,27417,6075
38754,14019,6077
38754,14458,6070
38754,13760,6059
38754,14457,6050
38754,13944,6001
38754,27418,5959
38754,14177,5951
38754,14078,5959
38754,27364,5929
38754,14433,5910
38754,14553,5912
38754,26979,5878
38754,14274,5819
38754,14517,5797
38754,27053,5738
38754,14254,5711
38754,27206,5654
38754,14270,5651
38754,27249,5616
38754,27239,5583
38754,14681,5579
38754,14173,5571
38754,13971,5544
38754,27250,5530
38754,13954,5382
38754,27303,5322
38754,14285,5295
38754,14028,5151
38754,14006,5150
38754,27049,4979
38754,14498,4975
38754,27190,4866
38754,27285,4787
38754,14072,4773
38754,14051,4763
38754,14020,4569
38754,13955,4446
38754,27291,4430
38754,27262,4426
38754,27403,4402
38754,14377,4377
38754,14511,4352
38754,27072,4333
38754,27402,4352
38786,38759,8923
38786,27312,8903
38786,38790,8917
38786,38753,8915
38786,38768,8893
38786,25951,8911
38786,38762,8902
38786,38778,8895
38786,27904,8887
38786,38748,8891
38786,38769,8891
38786,27318,8886
38786,38781,8889
38786,38756,8892
38786,17742,8877
38786,27316,8886
38786,14138,8873
38786,14147,8872
38786,14137,8870
38786,2623,8872
38786,31738,8873
38786,27356,8868
38786,27300,8858
38786,27357,8861
38786,27324,8855
38786,14130,8851
38786,14207,8844
38786,14133,8827
38786,14164,8828
38786,38751,8818
38786,14156,8808
38786,14123,8815
38786,14153,8813
38786,13880,8806
38786,14134,8810
38786,13950,8793
38786,27225,8800
38786,27345,8789
38786,14233,8784
38786,27310,8782
38786,14113,8764
38786,14472,8697
38786,14114,8658
38786,14132,8557
38786,38783,8223
38786,27361,8212
38786,14104,8150
38786,14047,7729
38786,14473,7684
38786,38776,7653
38786,27381,7617
38786,14106,7595
38786,27344,7505
38786,27330,7308
38786,27040,7223
38786,14518,7180
38786,27255,7139
38786,27238,6992
38786,14234,6972
38786,14210,6736
38786,14175,6623
38786,27221,6578
38786,14235,6386
38786,14040,6223
38786,14431,6224
38786,27302,6126
38786,14196,6135
38786,14247,6109
38786,27232,6128
38786,27286,6086
38786,27417,6075
38786,14019,6085
38786,14458,6072
38786,13760,6059
38786,14457,6052
38786,13944,6003
38786,27418,5961
38786,14177,5947
38786,14078,5961
38786,27364,5929
38786,14433,5910
38786,14553,5912
38786,26979,5880
38786,14274,5821
38786,14517,5797
38786,27053,5740
38786,14254,5709
38786,27206,5654
38786,14270,5649
38786,27249,5617
38786,27239,5587
38786,14681,5577
38786,14173,5575
38786,13971,5546
38786,27250,5530
38786,13954,5386
38786,27303,5324
38786,14285,5295
38786,14028,5157
38786,14006,5156
38786,27049,4985
38786,14498,4981
38786,27190,4870
38786,27285,4791
38786,14072,4773
38786,14051,4771
38786,14020,4569
38786,13955,4446
38786,27291,4432
38786,27262,4424
38786,27403,4404
38786,14377,4377
38786,14511,4352
38786,27072,4335
38786,27402,4352
38759,27312,8897
38759,38790,8916
38759,38753,8918
38759,38768,8901
38759,25951,8901
38759,38762,8898
38759,38778,8896
38759,27904,8883
38759,38748,8890
38759,38769,8894
38759,27318,8894
38759,38781,8892
38759,38756,8891
38759,17742,8884
38759,27316,8891
38759,14138,8876
38759,14147,8873
38759,14137,8871
38759,2623,8877
38759,31738,8874
38759,27356,8869
38759,27300,8859
38759,27357,8862
38759,27324,8852
38759,14130,8852
38759,14207,8841
38759,14133,8826
38759,14164,8828
38759,38751,8817
38759,14156,8809
38759,14123,8818
38759,14153,8810
38759,13880,8807
38759,14134,8811
38759,13950,8794
38759,27225,8805
38759,27345,8794
38759,14233,8785
38759,27310,8783
38759,14113,8763
38759,14472,8700
38759,14114,8661
38759,14132,8552
38759,38783,8232
38759,27361,8213
38759,14104,8153
38759,14047,7726
38759,14473,7683
38759,38776,7666
38759,27381,7614
38759,14106,7598
38759,27344,7500
38759,27330,7303
38759,27040,7226
38759,14518,7183
38759,27255,7138
38759,27238,6991
38759,14234,6965
38759,14210,6733
38759,14175,6618
38759,27221,6575
38759,14235,6383
38759,14040,6218
38759,14431,6221
38759,27302,6131
38759,14196,6140
38759,14247,6114
38759,27232,6127
38759,27286,6089
38759,27417,6074
38759,14019,6078
38759,14458,6071
